,age1,age2,best_of,draw_size,hand1,hand2,ht1,ht2,id1,id2,ioc1,ioc2,loser1,loser2,match_num,name1,rank1,rank2,round,win,year
100567,20.9609856263,22.1409993155,5,128,R,R,193,185,102854,102615,NED,NED,,Dennis Van Scheppingen,10,Sjeng Schalken,47,131,1,1,1997
100568,25.4236824093,28.835044490100003,5,128,R,L,183,183,102035,101532,SWE,ESP,,Francisco Clavet,11,Jonas Bjorkman,17,50,1,1,1997
100569,27.1321013005,27.022587269000002,5,128,R,R,198,185,101774,101793,USA,USA,,Jim Courier,12,Todd Martin,62,25,1,1,1997
100570,22.4284736482,24.9993155373,5,128,R,R,190,188,102562,102106,CZE,ITA,,Davide Sanguinetti,13,Jiri Novak,53,95,1,1,1997
100571,23.2224503765,20.2272416153,5,128,L,R,178,190,102401,102998,AUS,USA,,Jan Michael Gambill,14,Scott Draper,66,219,1,1,1997
100572,28.7611225188,24.462696783000002,5,128,L,R,180,185,101543,102184,USA,GER,,David Prinosil,15,Jeff Tarango,51,44,1,1,1997
100573,27.5263518138,20.993839835699998,5,128,R,R,180,190,101703,102845,FRA,ESP,,Carlos Moya,16,Guillaume Raoux,64,6,1,1,1997
100574,23.370294319,25.9493497604,5,128,R,L,185,193,102375,101964,ROU,CRO,,Goran Ivanisevic,17,Dinu Pescariu,91,4,1,1,1997
100575,22.524298425700003,27.0308008214,5,128,R,R,190,183,102533,101792,GER,CZE,,Slava Dosedel,18,Jens Knippschild,100,46,1,1,1997
100576,24.684462696799997,24.709103353899998,5,128,R,R,183,178,102154,102148,RSA,FRA,,Fabrice Santoro,19,Marcos Ondruska,112,41,1,1,1997
100577,23.9671457906,28.2299794661,5,128,L,R,193,193,102257,101609,GBR,USA,,David Wheaton,20,Greg Rusedski,20,121,1,1,1997
100578,26.4010951403,24.7775496235,5,128,R,R,190,180,101888,102133,CZE,ITA,,Laurence Tieleman,21,Daniel Vacek,83,339,1,1,1997
100579,25.004791238899998,21.1608487337,5,128,R,R,180,173,102103,102821,USA,PHI,,Cecil Mamiit,22,Michael Sell,239,177,1,1,1997
100580,23.958932238200003,23.8494182067,5,128,L,L,188,175,102259,102271,FRA,MAR,,Hicham Arazi,23,Jerome Golmard,119,39,1,1,1997
100581,20.7967145791,24.254620123200002,5,128,R,R,196,185,102882,102223,AUS,MAR,,Karim Alami,24,Mark Philippoussis,19,54,1,1,1997
100582,22.921286789899998,27.3921971253,5,128,R,R,180,185,102456,101727,ESP,AUS,,Jason Stoltenberg,25,Felix Mantilla,12,56,1,1,1997
100583,29.563312799499997,23.7754962355,5,128,R,R,178,188,101439,102287,ESP,ESP,,Albert Portas,26,Javier Sanchez,38,35,1,1,1997
100584,21.3744010951,31.8877481177,5,128,R,R,185,180,102770,101191,NED,USA,,Richey Reneberg,27,John Van Lottum,191,59,1,1,1997
100585,23.255304585900003,25.445585215599998,5,128,R,R,185,190,102394,102029,BEL,BEL,,Filip Dewulf,28,Johan Van Herck,71,40,1,1,1997
100586,30.058863791900002,27.4688569473,5,128,R,R,178,185,101382,101711,URU,USA,,Alex Obrien,29,Marcelo Filippini,42,75,1,1,1997
100587,25.7193702943,23.778234086199998,5,128,R,R,196,170,101990,102286,NED,ZIM,,Wayne Black,30,Richard Krajicek,18,117,1,1,1997
100589,23.373032169699997,26.7980835044,5,128,R,R,180,201,102374,101820,ESP,SUI,,Marc Rosset,32,Alex Corretja,7,27,1,1,1997
100590,22.9678302533,29.8973305955,5,128,R,L,185,180,102450,101404,GBR,AUT,,Thomas Muster,33,Tim Henman,21,5,1,1,1997
100591,25.943874058899997,24.158795345700003,5,128,R,R,185,173,101965,102238,RSA,ESP,,Alberto Berasategui,34,Wayne Ferreira,55,26,1,1,1997
100592,20.577686516099998,24.9719370294,5,128,R,L,196,190,102925,102110,USA,CAN,,Daniel Nestor,35,Justin Gimelstob,89,189,1,1,1997
100593,30.642026009600002,26.3956194387,5,128,R,R,185,188,101320,101890,SWE,USA,,Jonathan Stark,36,Magnus Gustafsson,45,68,1,1,1997
100594,25.0020533881,26.9240246407,5,128,R,R,188,196,102104,101806,NOR,GER,,Marc Kevin Goellner,37,Christian Ruud,58,34,1,1,1997
100595,26.3709787817,21.943874058899997,5,128,L,R,180,175,101897,102655,BRA,VEN,,Jimy Szymanski,38,Fernando Meligeni,80,352,1,1,1997
100596,27.4195756331,27.364818617399997,5,128,R,L,193,183,101723,101733,SWE,NED,,Jan Siemerink,39,Magnus Larsson,30,37,1,1,1997
100597,21.3935660507,24.5612594114,5,128,R,R,185,180,102765,102169,FRA,USA,,Michael Joyce,40,Nicolas Escude,126,232,1,1,1997
100598,24.657084188899997,22.984257358,5,128,R,R,185,193,102158,102446,AUS,UKR,,Andrei Medvedev,41,Patrick Rafter,14,22,1,1,1997
100599,21.237508555799998,23.477070499699998,5,128,R,R,188,188,102796,102344,SWE,SVK,,Karol Kucera,42,Magnus Norman,24,32,1,1,1997
100600,31.512662559899997,20.8788501027,5,128,R,R,188,173,101235,102869,NED,ESP,,Galo Blanco,43,Paul Haarhuis,73,57,1,1,1997
100601,24.369609856300002,28.4407939767,5,128,R,R,185,180,102201,101582,FRA,AUT,,Gilbert Schaller,44,Lionel Roux,82,94,1,1,1997
100602,23.0527036277,27.2744695414,5,128,R,R,185,175,102437,101746,ROU,ITA,,Renzo Furlan,45,Adrian Voinea,107,85,1,1,1997
100603,27.3237508556,26.841889116999997,5,128,R,R,180,183,101736,101816,USA,USA,,Steve Campbell,46,Andre Agassi,63,130,1,1,1997
100604,31.920602327199997,27.8850102669,5,128,L,R,188,175,101185,101647,AUS,ZIM,,Byron Black,47,Mark Woodforde,43,65,1,1,1997
100605,23.515400410700003,27.255304585900003,5,128,R,R,190,178,102338,101750,RUS,ITA,,Cristiano Caratti,48,Yevgeny Kafelnikov,3,175,1,1,1997
100606,26.606433949299998,26.674880219000002,5,128,R,L,188,190,101843,101833,ESP,AUS,,Michael Tebbutt,49,Sergi Bruguera,8,167,1,1,1997
100607,26.2477754962,24.774811772800003,5,128,R,R,188,183,101917,102135,RSA,ESP,,Emilio Benfele Alvarez,50,Grant Stafford,70,98,1,1,1997
100609,26.398357289499998,22.4832306639,5,128,R,R,178,175,101889,102548,AUS,CRC,,Juan Antonio Marin,52,Todd Woodbridge,28,97,1,1,1997
100610,22.855578371,30.4804928131,5,128,R,L,188,188,102466,101334,SVK,RUS,,Alexander Volkov,53,Jan Kroslak,96,124,1,1,1997
100611,19.394934976,24.188911704299997,5,128,R,R,188,185,103163,102234,GER,GER,,Oliver Gross,54,Tommy Haas,78,123,1,1,1997
100612,24.3559206023,22.507871321,5,128,L,R,190,185,102202,102538,DEN,FIN,,Tuomas Ketola,55,Kenneth Carlsen,92,306,1,1,1997
100613,21.6646132786,20.8323066393,5,128,L,R,175,188,102701,102875,CHI,AUS,,Luke Smith,56,Marcelo Rios,10,464,1,1,1997
100614,28.3997262149,22.1683778234,5,128,R,R,183,180,101589,102610,FRA,ESP,,Albert Costa,57,Arnaud Boetsch,31,15,1,1,1997
100615,24.188911704299997,29.3415468857,5,128,R,R,178,183,102233,101475,IND,ESP,,Carlos Costa,58,Leander Paes,110,90,1,1,1997
100616,28.194387405900002,19.301848049300002,5,128,R,R,188,196,101611,103193,FRA,NED,,Peter Wessels,59,Cedric Pioline,23,296,1,1,1997
100617,21.0321697467,23.575633128000003,5,128,R,R,188,183,102839,102318,ECU,ROU,,Andrei Pavel,60,Nicolas Lapentti,87,88,1,1,1997
100618,24.227241615300002,20.0629705681,5,128,R,R,180,185,102227,103031,ARM,ESP,,Julian Alonso,61,Sargis Sargsian,72,61,1,1,1997
100619,24.643394935,22.4229979466,5,128,R,R,188,180,102162,102563,USA,SWE,,Thomas Johansson,62,Chris Woodruff,29,33,1,1,1997
100620,23.8631074606,25.472963723499998,5,128,L,R,185,185,102269,102025,USA,SWE,,Mikael Tillstrom,63,Jeff Salzenstein,152,76,1,1,1997
100621,25.5058179329,24.276522929499997,5,128,R,R,175,185,102021,102220,USA,SWE,,Patrik Fredriksson,64,Michael Chang,2,103,1,1,1997
100622,26.0369609856,32.3121149897,5,128,R,R,185,188,101948,101133,USA,GER,,Patrick Baur,65,Pete Sampras,1,338,2,1,1997
100623,22.7159479808,27.3264887064,5,128,R,R,185,196,102491,101735,GER,AUS,,Richard Fromberg,66,Alex Radulescu,81,93,2,1,1997
100624,25.065023956199997,28.328542094499998,5,128,R,R,188,185,102093,101601,CZE,NZL,,Brett Steven,67,Martin Damm,49,60,2,1,1997
100625,29.5879534565,25.697467488,5,128,L,R,190,180,101434,101997,CZE,ITA,,Marzio Martelli,68,Petr Korda,16,104,2,1,1997
100626,20.9555099247,20.9609856263,5,128,R,R,190,193,102856,102854,BRA,NED,,Sjeng Schalken,69,Gustavo Kuerten,9,47,2,1,1997
100627,25.4236824093,27.1321013005,5,128,R,R,183,198,102035,101774,SWE,USA,,Todd Martin,70,Jonas Bjorkman,17,62,2,1,1997
100628,23.2224503765,22.4284736482,5,128,L,R,178,190,102401,102562,AUS,CZE,,Jiri Novak,71,Scott Draper,66,53,2,1,1997
100629,28.7611225188,27.5263518138,5,128,L,R,180,180,101543,101703,USA,FRA,,Guillaume Raoux,72,Jeff Tarango,51,64,2,1,1997
100630,22.524298425700003,23.370294319,5,128,R,R,190,185,102533,102375,GER,ROU,,Dinu Pescariu,73,Jens Knippschild,100,91,2,1,1997
100631,23.9671457906,24.684462696799997,5,128,L,R,193,183,102257,102154,GBR,RSA,,Marcos Ondruska,74,Greg Rusedski,20,112,2,1,1997
100632,26.4010951403,25.004791238899998,5,128,R,R,190,180,101888,102103,CZE,USA,,Michael Sell,75,Daniel Vacek,83,239,2,1,1997
100633,20.7967145791,23.958932238200003,5,128,R,L,196,188,102882,102259,AUS,FRA,,Jerome Golmard,76,Mark Philippoussis,19,119,2,1,1997
100634,22.921286789899998,29.563312799499997,5,128,R,R,180,178,102456,101439,ESP,ESP,,Javier Sanchez,77,Felix Mantilla,12,38,2,1,1997
100635,21.3744010951,23.255304585900003,5,128,R,R,185,185,102770,102394,NED,BEL,,Johan Van Herck,78,John Van Lottum,191,71,2,1,1997
100636,25.7193702943,30.058863791900002,5,128,R,R,196,178,101990,101382,NED,URU,,Marcelo Filippini,79,Richard Krajicek,18,42,2,1,1997
100637,23.373032169699997,22.5023956194,5,128,R,R,180,188,102374,102539,ESP,CZE,,Bohdan Ulihrach,80,Alex Corretja,7,36,2,1,1997
100638,25.943874058899997,22.9678302533,5,128,R,R,185,185,101965,102450,RSA,GBR,,Tim Henman,81,Wayne Ferreira,55,21,2,1,1997
100639,20.577686516099998,30.642026009600002,5,128,R,R,196,185,102925,101320,USA,SWE,,Magnus Gustafsson,82,Justin Gimelstob,89,45,2,1,1997
100640,26.3709787817,25.0020533881,5,128,L,R,180,188,101897,102104,BRA,NOR,,Christian Ruud,83,Fernando Meligeni,80,58,2,1,1997
100641,27.4195756331,21.3935660507,5,128,R,R,193,185,101723,102765,SWE,FRA,,Nicolas Escude,84,Magnus Larsson,30,126,2,1,1997
100642,24.657084188899997,21.237508555799998,5,128,R,R,185,188,102158,102796,AUS,SWE,,Magnus Norman,85,Patrick Rafter,14,24,2,1,1997
100643,24.369609856300002,31.512662559899997,5,128,R,R,185,188,102201,101235,FRA,NED,,Paul Haarhuis,86,Lionel Roux,82,73,2,1,1997
100644,27.3237508556,23.0527036277,5,128,R,R,180,185,101736,102437,USA,ROU,,Adrian Voinea,87,Andre Agassi,63,107,2,1,1997
100645,31.920602327199997,23.515400410700003,5,128,L,R,188,190,101185,102338,AUS,RUS,,Yevgeny Kafelnikov,88,Mark Woodforde,43,3,2,1,1997
100646,26.606433949299998,26.2477754962,5,128,R,R,188,188,101843,101917,ESP,RSA,,Grant Stafford,89,Sergi Bruguera,8,70,2,1,1997
100647,25.472963723499998,26.398357289499998,5,128,R,R,188,178,102024,101889,ARG,AUS,,Todd Woodbridge,90,Hernan Gumy,69,28,2,1,1997
100648,19.394934976,22.855578371,5,128,R,R,188,188,103163,102466,GER,SVK,,Jan Kroslak,91,Tommy Haas,78,96,2,1,1997
100649,21.6646132786,24.3559206023,5,128,L,L,175,190,102701,102202,CHI,DEN,,Kenneth Carlsen,92,Marcelo Rios,10,92,2,1,1997
100650,24.188911704299997,28.3997262149,5,128,R,R,178,183,102233,101589,IND,FRA,,Arnaud Boetsch,93,Leander Paes,110,31,2,1,1997
100651,28.194387405900002,21.0321697467,5,128,R,R,188,188,101611,102839,FRA,ECU,,Nicolas Lapentti,94,Cedric Pioline,23,87,2,1,1997
100652,24.227241615300002,24.643394935,5,128,R,R,180,188,102227,102162,ARM,USA,,Chris Woodruff,95,Sargis Sargsian,72,29,2,1,1997
100653,25.5058179329,23.8631074606,5,128,R,L,175,185,102021,102269,USA,USA,,Jeff Salzenstein,96,Michael Chang,2,152,2,1,1997
100654,26.0369609856,22.7159479808,5,128,R,R,185,185,101948,102491,USA,GER,,Alex Radulescu,97,Pete Sampras,1,81,3,1,1997
100655,29.5879534565,25.065023956199997,5,128,L,R,190,188,101434,102093,CZE,CZE,,Martin Damm,98,Petr Korda,16,49,3,1,1997
100656,25.4236824093,20.9555099247,5,128,R,R,183,190,102035,102856,SWE,BRA,,Gustavo Kuerten,99,Jonas Bjorkman,17,9,3,1,1997
100657,23.2224503765,28.7611225188,5,128,L,L,178,180,102401,101543,AUS,USA,,Jeff Tarango,100,Scott Draper,66,51,3,1,1997
100658,23.9671457906,22.524298425700003,5,128,L,R,193,190,102257,102533,GBR,GER,,Jens Knippschild,101,Greg Rusedski,20,100,3,1,1997
100659,26.4010951403,20.7967145791,5,128,R,R,190,196,101888,102882,CZE,AUS,,Mark Philippoussis,102,Daniel Vacek,83,19,3,1,1997
100660,22.921286789899998,21.3744010951,5,128,R,R,180,185,102456,102770,ESP,NED,,John Van Lottum,103,Felix Mantilla,12,191,3,1,1997
100661,25.7193702943,23.373032169699997,5,128,R,R,196,180,101990,102374,NED,ESP,,Alex Corretja,104,Richard Krajicek,18,7,3,1,1997
100662,25.943874058899997,20.577686516099998,5,128,R,R,185,196,101965,102925,RSA,USA,,Justin Gimelstob,105,Wayne Ferreira,55,89,3,1,1997
100663,27.4195756331,26.3709787817,5,128,R,L,193,180,101723,101897,SWE,BRA,,Fernando Meligeni,106,Magnus Larsson,30,80,3,1,1997
100664,24.657084188899997,24.369609856300002,5,128,R,R,185,185,102158,102201,AUS,FRA,,Lionel Roux,107,Patrick Rafter,14,82,3,1,1997
100665,27.3237508556,31.920602327199997,5,128,R,L,180,188,101736,101185,USA,AUS,,Mark Woodforde,108,Andre Agassi,63,43,3,1,1997
100666,26.606433949299998,25.472963723499998,5,128,R,R,188,188,101843,102024,ESP,ARG,,Hernan Gumy,109,Sergi Bruguera,8,69,3,1,1997
100667,21.6646132786,19.394934976,5,128,L,R,175,188,102701,103163,CHI,GER,,Tommy Haas,110,Marcelo Rios,10,78,3,1,1997
100668,28.194387405900002,24.188911704299997,5,128,R,R,188,178,101611,102233,FRA,IND,,Leander Paes,111,Cedric Pioline,23,110,3,1,1997
100669,25.5058179329,24.227241615300002,5,128,R,R,175,180,102021,102227,USA,ARM,,Sargis Sargsian,112,Michael Chang,2,72,3,1,1997
100670,29.5879534565,26.0369609856,5,128,L,R,190,185,101434,101948,CZE,USA,,Pete Sampras,113,Petr Korda,16,1,4,1,1997
100671,25.4236824093,23.2224503765,5,128,R,L,183,178,102035,102401,SWE,AUS,,Scott Draper,114,Jonas Bjorkman,17,66,4,1,1997
100672,23.9671457906,26.4010951403,5,128,L,R,193,190,102257,101888,GBR,CZE,,Daniel Vacek,115,Greg Rusedski,20,83,4,1,1997
100673,25.7193702943,22.921286789899998,5,128,R,R,196,180,101990,102456,NED,ESP,,Felix Mantilla,116,Richard Krajicek,18,12,4,1,1997
100674,27.4195756331,25.943874058899997,5,128,R,R,193,185,101723,101965,SWE,RSA,,Wayne Ferreira,117,Magnus Larsson,30,55,4,1,1997
100675,24.657084188899997,27.3237508556,5,128,R,R,185,180,102158,101736,AUS,USA,,Andre Agassi,118,Patrick Rafter,14,63,4,1,1997
100676,21.6646132786,26.606433949299998,5,128,L,R,175,188,102701,101843,CHI,ESP,,Sergi Bruguera,119,Marcelo Rios,10,8,4,1,1997
100677,25.5058179329,28.194387405900002,5,128,R,R,175,188,102021,101611,USA,FRA,,Cedric Pioline,120,Michael Chang,2,23,4,1,1997
100678,25.4236824093,29.5879534565,5,128,R,L,183,190,102035,101434,SWE,CZE,,Petr Korda,121,Jonas Bjorkman,17,16,5,1,1997
100679,23.9671457906,25.7193702943,5,128,L,R,193,196,102257,101990,GBR,NED,,Richard Krajicek,122,Greg Rusedski,20,18,5,1,1997
100680,24.657084188899997,27.4195756331,5,128,R,R,185,193,102158,101723,AUS,SWE,,Magnus Larsson,123,Patrick Rafter,14,30,5,1,1997
100681,25.5058179329,21.6646132786,5,128,R,L,175,175,102021,102701,USA,CHI,,Marcelo Rios,124,Michael Chang,2,10,5,1,1997
100682,23.9671457906,25.4236824093,5,128,L,R,193,183,102257,102035,GBR,SWE,,Jonas Bjorkman,125,Greg Rusedski,20,17,6,1,1997
100683,24.657084188899997,25.5058179329,5,128,R,R,185,175,102158,102021,AUS,USA,,Michael Chang,126,Patrick Rafter,14,2,6,1,1997
100684,24.657084188899997,23.9671457906,5,128,R,L,185,193,102158,102257,AUS,GBR,,Greg Rusedski,127,Patrick Rafter,14,20,7,1,1997
105940,27.0527036277,27.9397672827,5,128,R,R,185,196,101948,101806,USA,GER,,Marc Kevin Goellner,1,Pete Sampras,1,109,1,1,1998
105941,22.0725530459,22.3682409309,5,128,R,R,178,180,102834,102776,USA,AUS,,Andrew Ilie,2,Paul Goldstein,256,51,1,1,1998
105943,28.046543463400003,26.4613278576,5,128,R,R,183,190,101792,102029,CZE,BEL,,Filip Dewulf,4,Slava Dosedel,64,53,1,1,1998
105944,17.3524982888,23.7316906229,5,128,R,R,188,185,103758,102491,USA,GER,,Alex Radulescu,5,Taylor Dent,575,146,1,1,1998
105945,18.5927446954,31.657768651599998,5,128,R,R,193,185,103498,101320,RUS,SWE,,Magnus Gustafsson,6,Marat Safin,60,24,1,1,1998
105946,24.7939767283,21.5934291581,5,128,R,R,170,196,102286,102925,ZIM,USA,,Justin Gimelstob,7,Wayne Black,98,89,1,1,1998
105947,30.9130732375,25.1745379877,5,128,L,R,180,173,101404,102238,AUT,ESP,,Alberto Berasategui,8,Thomas Muster,23,15,1,1,1998
105948,24.4928131417,27.8576317591,5,128,R,R,188,183,102344,101816,SVK,USA,,Steve Campbell,9,Karol Kucera,9,90,1,1,1998
105949,24.9746748802,23.4442162902,5,128,L,R,188,190,102259,102562,FRA,CZE,,Jiri Novak,10,Jerome Golmard,55,78,1,1,1998
105950,20.3394934976,25.7002053388,5,128,L,R,193,183,103184,102154,USA,RSA,,Marcos Ondruska,11,Bob Bryan,433,102,1,1,1998
105951,24.068446269699997,25.0869267625,5,128,R,R,185,183,102437,102247,ROU,ITA,,Andrea Gaudenzi,12,Adrian Voinea,83,36,1,1,1998
105952,26.0807665982,21.9767282683,5,128,R,R,188,193,102093,102854,CZE,NED,,Sjeng Schalken,13,Martin Damm,66,81,1,1,1998
105953,26.0150581793,21.880903490799998,5,128,R,R,188,180,102106,102872,ITA,AUS,,James Sekulov,14,Davide Sanguinetti,50,327,1,1,1998
105954,28.542094455900003,22.409308692699998,5,128,R,R,180,185,101703,102765,FRA,FRA,,Nicolas Escude,15,Guillaume Raoux,45,39,1,1,1998
105955,28.339493497600003,20.257357974,5,128,R,R,180,175,101736,103206,USA,FRA,,Sebastien Grosjean,16,Andre Agassi,8,75,1,1,1998
105956,25.6728268309,24.8651608487,5,128,R,L,185,175,102158,102271,AUS,MAR,,Hicham Arazi,17,Patrick Rafter,3,44,1,1,1998
105957,26.4887063655,23.498973306,5,128,R,R,188,175,102024,102548,ARG,CRC,,Juan Antonio Marin,18,Hernan Gumy,104,80,1,1,1998
105958,27.9452429843,26.173853525,5,128,R,R,183,188,101805,102076,RSA,BAH,,Mark Merklein,19,David Nainkin,188,358,1,1,1998
105959,21.971252566700002,22.8829568789,5,128,R,L,190,188,102856,102669,BRA,ISR,,Noam Behr,20,Gustavo Kuerten,25,261,1,1,1998
105960,20.7638603696,21.8945927447,5,128,R,R,185,173,103084,102869,ARG,ESP,,Galo Blanco,21,Guillermo Canas,91,85,1,1,1998
105961,32.5284052019,21.0787132101,5,128,R,R,188,185,101235,103031,NED,ESP,,Julian Alonso,22,Paul Haarhuis,65,63,1,1,1998
105962,28.1478439425,29.7768651608,5,128,R,L,198,180,101774,101543,USA,USA,,Jeff Tarango,23,Todd Martin,27,62,1,1,1998
105963,26.9650924025,32.9363449692,5,128,L,L,193,188,101964,101185,CRO,AUS,,Mark Woodforde,24,Goran Ivanisevic,14,73,1,1,1998
105964,26.439425051300002,29.210130047899998,5,128,R,R,183,188,102035,101611,SWE,FRA,,Cedric Pioline,25,Jonas Bjorkman,12,17,1,1,1998
105965,27.4113620808,24.9363449692,5,128,R,R,188,175,101890,102263,USA,KOR,,Yong Il Yoon,26,Jonathan Stark,201,394,1,1,1998
105966,27.4551676934,30.3572895277,5,128,L,R,190,183,101885,101475,AUS,ESP,,Carlos Costa,27,Wayne Arthurs,214,49,1,1,1998
105967,25.7248459959,22.0479123888,5,128,R,R,178,188,102148,102839,FRA,ECU,,Nicolas Lapentti,28,Fabrice Santoro,32,56,1,1,1998
105968,28.3805612594,24.386036961,5,128,L,R,183,185,101733,102375,NED,ROU,,Dinu Pescariu,29,Jan Siemerink,21,84,1,1,1998
105969,20.654346338099998,27.813826146500002,5,128,R,R,183,201,103103,101820,SVK,SUI,,Marc Rosset,30,Dominik Hrbaty,40,47,1,1,1998
105970,23.518138261500003,25.242984257399996,5,128,R,R,188,180,102539,102227,CZE,ARM,,Sargis Sargsian,31,Bohdan Ulihrach,35,87,1,1,1998
105971,24.982888432600003,26.9596167009,5,128,L,R,193,185,102257,101965,GBR,RSA,,Wayne Ferreira,32,Greg Rusedski,6,29,1,1,1998
105972,26.735112936300002,20.7036276523,5,128,R,R,196,173,101990,103096,NED,FRA,,Arnaud Clement,33,Richard Krajicek,5,94,1,1,1998
105973,28.484599589299997,25.2046543463,5,128,R,R,185,178,101711,102233,USA,IND,,Leander Paes,34,Alex Obrien,123,76,1,1,1998
105974,23.5865845311,28.342231348400002,5,128,R,R,188,196,102521,101735,GER,AUS,,Richard Fromberg,35,Hendrik Dreekmann,95,30,1,1,1998
105975,23.4387405886,27.3867214237,5,128,R,L,180,180,102563,101897,SWE,BRA,,Fernando Meligeni,36,Thomas Johansson,33,48,1,1,1998
105976,29.8507871321,24.59137577,5,128,L,R,183,183,101532,102318,ESP,ROU,,Andrei Pavel,37,Francisco Clavet,28,79,1,1,1998
105977,21.1553730322,25.385352498299998,5,128,R,R,183,185,103017,102201,GER,FRA,,Lionel Roux,38,Nicolas Kiefer,26,120,1,1,1998
105978,20.4106776181,25.7303216975,5,128,R,R,188,188,103163,102146,GER,ESP,,Jordi Burillo,39,Tommy Haas,41,114,1,1,1998
105979,24.5311430527,23.1567419576,5,128,R,R,190,185,102338,102615,RUS,NED,,Dennis Van Scheppingen,40,Yevgeny Kafelnikov,11,108,1,1,1998
105980,23.983572895300004,24.2381930185,5,128,R,L,185,178,102450,102401,GBR,AUS,,Scott Draper,41,Tim Henman,13,46,1,1,1998
105981,23.9370294319,29.3442847365,5,128,R,R,180,185,102456,101601,ESP,NZL,,Brett Steven,42,Felix Mantilla,18,93,1,1,1998
105982,24.635181382600003,27.4140999316,5,128,R,R,188,178,102306,101889,GER,AUS,,Todd Woodbridge,43,Michael Kohlmann,149,67,1,1,1998
105983,19.5509924709,29.2457221081,5,128,R,R,185,193,103324,101609,FRA,USA,,David Wheaton,44,Arnaud Di Pasquale,150,210,1,1,1998
105984,21.8124572211,26.0177960301,5,128,R,R,196,188,102882,102104,AUS,NOR,,Christian Ruud,45,Mark Philippoussis,22,99,1,1,1998
105985,25.3442847365,21.793292265599998,5,128,R,R,183,185,102205,102887,CAN,PAR,,Ramon Delgado,46,Sebastien Lareau,97,68,1,1,1998
105986,23.8850102669,25.3716632444,5,128,R,L,180,190,102463,102202,ARG,DEN,,Kenneth Carlsen,47,Lucas Arnold Ker,96,69,1,1,1998
105987,30.409308692699998,30.6036960986,5,128,R,L,185,190,101463,101434,GER,CZE,,Petr Korda,48,Bernd Karbacher,155,4,1,1,1998
105988,24.388774811799998,33.2046543463,5,128,R,L,180,180,102374,101150,ESP,ITA,,Gianluca Pozzi,49,Alex Corretja,7,59,1,1,1998
105989,21.5195071869,28.4079397673,5,128,R,R,190,185,102939,101727,FRA,AUS,,Jason Stoltenberg,50,Jean Baptiste Perlant,197,38,1,1,1998
105990,28.900752909,24.1177275838,5,128,R,R,175,183,101647,102434,ZIM,USA,,Vincent Spadea,51,Byron Black,31,42,1,1,1998
105991,21.4811772758,25.478439425100003,5,128,R,R,180,185,102950,102184,ESP,GER,,David Prinosil,52,Fernando Vicente,82,72,1,1,1998
105992,22.2532511978,25.9876796715,5,128,R,L,188,190,102796,102110,SWE,CAN,,Daniel Nestor,53,Magnus Norman,37,113,1,1,1998
105993,21.2429842574,31.1321013005,5,128,R,L,190,180,102998,101373,USA,GER,,Karsten Braasch,54,Jan Michael Gambill,57,362,1,1,1998
105994,26.521560574899997,21.661875427800002,5,128,R,R,175,183,102021,102903,USA,ISR,,Eyal Erlich,55,Michael Chang,20,271,1,1,1998
105995,22.009582477800002,19.947980835,5,128,R,L,190,180,102845,103264,ESP,ARG,,Mariano Puerta,56,Carlos Moya,10,58,1,1,1998
105996,25.2046543463,23.1841204654,5,128,R,R,185,180,102234,102610,GER,ESP,,Albert Costa,57,Oliver Gross,92,16,1,1,1998
105997,27.6221765914,28.7008898015,5,128,R,R,188,178,101843,101675,ESP,ARG,,Martin Rodriguez,58,Sergi Bruguera,105,106,1,1,1998
105998,24.0,22.3901437372,5,128,R,R,193,185,102446,102770,UKR,NED,,John Van Lottum,59,Andrei Medvedev,74,77,1,1,1998
105999,28.621492128699998,30.5790554415,5,128,R,R,183,178,101688,101439,USA,ESP,,Javier Sanchez,60,Geoff Grant,133,101,1,1,1998
106000,28.4353182752,29.196440794,5,128,R,R,193,180,101723,101613,SWE,USA,,Malivai Washington,61,Magnus Larsson,34,177,1,1,1998
106001,31.074606433899998,23.0253251198,5,128,R,L,178,183,101382,102644,URU,ARG,,Franco Squillari,62,Marcelo Filippini,139,54,1,1,1998
106002,21.9849418207,20.334017795999998,5,128,R,R,180,173,102851,103188,ITA,USA,,Michael Russell,63,Giorgio Galimberti,320,303,1,1,1998
106003,22.6803559206,27.4168377823,5,128,L,R,175,190,102701,101888,CHI,CZE,,Daniel Vacek,64,Marcelo Rios,2,43,1,1,1998
106004,27.0527036277,22.0725530459,5,128,R,R,185,178,101948,102834,USA,USA,,Paul Goldstein,65,Pete Sampras,1,256,2,1,1998
106005,26.4887063655,28.046543463400003,5,128,R,R,185,183,102025,101792,SWE,CZE,,Slava Dosedel,66,Mikael Tillstrom,71,64,2,1,1998
106006,18.5927446954,17.3524982888,5,128,R,R,193,188,103498,103758,RUS,USA,,Taylor Dent,67,Marat Safin,60,575,2,1,1998
106007,30.9130732375,24.7939767283,5,128,L,R,180,170,101404,102286,AUT,ZIM,,Wayne Black,68,Thomas Muster,23,98,2,1,1998
106008,24.4928131417,24.9746748802,5,128,R,L,188,188,102344,102259,SVK,FRA,,Jerome Golmard,69,Karol Kucera,9,55,2,1,1998
106009,24.068446269699997,20.3394934976,5,128,R,L,185,193,102437,103184,ROU,USA,,Bob Bryan,70,Adrian Voinea,83,433,2,1,1998
