,age1,age2,best_of,draw_size,hand1,hand2,ht1,ht2,id1,id2,ioc1,ioc2,loser1,loser2,match_num,name1,rank1,rank2,round,win,year
16653,29.5934291581,21.7166324435,5,64,R,R,183,183,100087,100273,AUS,AUS,,Kim Warwick,33,John Newcombe,2,108,3,1,1974
16654,36.4654346338,25.7768651608,5,64,R,R,173,188,100025,100158,AUS,AUS,,John Bartlett,34,Barry Phillips Moore,64,118,3,1,1974
16659,29.2676249144,19.3319644079,5,64,R,R,188,178,100091,100343,AUS,GBR,,John Lloyd,39,Colin Dibley,39,100,3,1,1974
16662,26.699520876100003,21.8590006845,5,64,R,R,188,190,100135,100266,NZL,GBR,,John Feaver,42,Onny Parun,40,105,3,1,1974
16664,22.4804928131,30.176591375799998,5,64,R,R,190,190,100244,100076,AUS,CZE,,Milan Holecek,44,John Alexander,29,87,3,1,1974
16669,29.5934291581,36.4654346338,5,64,R,R,183,173,100087,100025,AUS,AUS,,Barry Phillips Moore,49,John Newcombe,2,64,4,1,1974
16671,23.8631074606,17.5550992471,5,64,R,R,183,180,100203,100437,AUS,SWE,,Bjorn Borg,51,Phil Dent,49,18,4,1,1974
16676,21.314168377799998,23.920602327199997,5,64,L,R,178,188,100284,100201,USA,AUS,,Syd Ball,56,Jimmy Connors,3,155,4,1,1974
16678,23.8631074606,29.2676249144,5,64,R,R,183,188,100203,100091,AUS,AUS,,Colin Dibley,58,Phil Dent,49,39,5,1,1974
16682,21.314168377799998,22.4804928131,5,64,L,R,178,190,100284,100244,USA,AUS,,John Alexander,62,Jimmy Connors,3,29,6,1,1974
16683,21.314168377799998,23.8631074606,5,64,L,R,178,183,100284,100203,USA,AUS,,Phil Dent,63,Jimmy Connors,3,49,7,1,1974
17866,29.5961670089,30.2532511978,5,32,L,R,178,188,100100,100091,AUS,AUS,,Colin Dibley,12,Tony Roche,27,87,3,1,1975
17869,34.4640657084,22.3655030801,5,32,R,R,183,180,100047,100281,AUS,IND,,Sashi Menon,15,Bob Carmichael,112,188,3,1,1975
17870,30.5790554415,19.0718685832,5,32,R,R,183,185,100087,100403,AUS,GER,,Rolf Gehring,16,John Newcombe,2,249,3,1,1975
17878,30.5790554415,34.4640657084,5,32,R,R,183,183,100087,100047,AUS,AUS,,Bob Carmichael,24,John Newcombe,2,112,4,1,1975
17879,22.2997946612,22.702258726900002,5,32,L,R,178,183,100284,100273,USA,AUS,,Kim Warwick,25,Jimmy Connors,1,48,5,1,1975
17884,30.5790554415,29.5961670089,5,32,R,L,183,178,100087,100100,AUS,AUS,,Tony Roche,30,John Newcombe,2,27,6,1,1975
17885,30.5790554415,22.2997946612,5,32,R,L,183,178,100087,100284,AUS,USA,,Jimmy Connors,31,John Newcombe,2,1,7,1,1975
23476,21.3305954825,35.4770704997,5,64,R,R,178,183,100343,100047,GBR,AUS,,Bob Carmichael,7,John Lloyd,93,71,2,1,1976
23482,25.8617385352,21.839835729,5,64,R,R,183,188,100203,100326,AUS,NZL,,Russell Simpson,13,Phil Dent,33,183,2,1,1976
23501,31.5920602327,20.0848733744,5,64,R,R,183,185,100087,100403,AUS,GER,,Rolf Gehring,32,John Newcombe,20,179,2,1,1976
23506,29.0321697467,24.804928131399997,5,64,R,R,193,183,100126,100236,USA,AUS,,John James,37,Stan Smith,21,135,3,1,1976
23508,21.5058179329,25.8617385352,5,64,R,R,185,183,100337,100203,AUS,AUS,,Phil Dent,39,Mark Edmondson,212,33,3,1,1976
23518,41.1471594798,25.9192334018,5,64,R,R,175,188,100016,100201,AUS,AUS,,Syd Ball,49,Ken Rosewall,6,116,4,1,1976
23523,30.609171800100004,23.7152635181,5,64,L,R,178,183,100100,100273,AUS,AUS,,Kim Warwick,54,Tony Roche,12,49,4,1,1976
23525,31.5920602327,29.3388090349,5,64,R,R,183,183,100087,100121,AUS,RSA,,Raymond Moore,56,John Newcombe,20,61,4,1,1976
23530,21.5058179329,41.1471594798,5,64,R,R,185,175,100337,100016,AUS,AUS,,Ken Rosewall,61,Mark Edmondson,212,6,6,1,1976
23532,21.5058179329,31.5920602327,5,64,R,R,185,183,100337,100087,AUS,AUS,,John Newcombe,63,Mark Edmondson,212,20,7,1,1976
28502,24.375085557800002,22.1382614648,5,64,L,R,180,178,100282,100356,ARG,AUS,,Paul Mcnamee,1,Guillermo Vilas,6,174,2,1,1977
28503,20.5749486653,17.1088295688,5,64,L,L,180,180,100436,100631,USA,USA,,Tim Wilkison,2,Nick Saviano,115,360,2,1,1977
28506,25.8699520876,24.8761122519,5,64,R,R,188,190,100229,100266,USA,GBR,,John Feaver,5,Dick Stockton,15,108,2,1,1977
28510,33.4811772758,21.4948665298,5,64,R,R,185,185,100074,100383,USA,AUS,,Peter Mcnamara,9,Arthur Ashe,12,193,2,1,1977
28515,32.2847364819,24.733744011,5,64,R,R,188,183,100091,100273,AUS,AUS,,Kim Warwick,14,Colin Dibley,85,67,2,1,1977
28519,30.0369609856,22.8583162218,5,64,R,R,180,188,100127,100326,USA,NZL,,Russell Simpson,18,Tom Gorman,46,143,2,1,1977
28521,22.524298425700003,36.4955509925,5,64,R,R,185,183,100337,100047,AUS,AUS,,Bob Carmichael,20,Mark Edmondson,35,134,2,1,1977
28525,42.165639972600005,26.9377138946,5,64,R,R,175,188,100016,100201,AUS,AUS,,Syd Ball,24,Ken Rosewall,13,89,2,1,1977
28527,26.8802190281,25.823408624200002,5,64,R,R,183,183,100203,100236,AUS,AUS,,John James,26,Phil Dent,37,146,2,1,1977
28532,21.9466119097,39.4825462012,5,64,R,R,196,173,100362,100025,USA,AUS,,Barry Phillips Moore,31,Peter Fleming,116,126,2,1,1977
28533,25.215605749499996,22.0260095825,5,64,L,R,183,190,100255,100360,USA,USA,,Brian Teacher,32,Roscoe Tanner,11,81,2,1,1977
28534,24.375085557800002,20.5749486653,5,64,L,L,180,180,100282,100436,ARG,USA,,Nick Saviano,33,Guillermo Vilas,6,115,3,1,1977
28543,22.524298425700003,28.7939767283,5,64,R,R,185,188,100337,100158,AUS,AUS,,John Bartlett,42,Mark Edmondson,35,175,3,1,1977
28544,35.0773442847,25.8617385352,5,64,R,R,185,183,100060,100231,USA,USA,,Erik Van Dillen,43,Marty Riessen,59,108,3,1,1977
28546,26.8802190281,30.573579739899998,5,64,R,R,183,188,100203,100116,AUS,USA,,Sherwood Stewart,45,Phil Dent,37,76,3,1,1977
28549,25.215605749499996,21.9466119097,5,64,L,R,183,196,100255,100362,USA,USA,,Peter Fleming,48,Roscoe Tanner,11,116,3,1,1977
28552,33.4811772758,23.230663928800002,5,64,R,R,185,193,100074,100315,USA,USA,,Hank Pfister,51,Arthur Ashe,12,101,4,1,1977
28553,25.4976043806,32.2847364819,5,64,R,R,190,188,100244,100091,AUS,AUS,,Colin Dibley,52,John Alexander,47,85,4,1,1977
28555,42.165639972600005,35.0773442847,5,64,R,R,175,185,100016,100060,AUS,USA,,Marty Riessen,54,Ken Rosewall,13,59,4,1,1977
28557,25.215605749499996,31.627652293,5,64,L,L,183,178,100255,100100,USA,AUS,,Tony Roche,56,Roscoe Tanner,11,50,4,1,1977
28559,25.4976043806,33.4811772758,5,64,R,R,190,185,100244,100074,AUS,USA,,Arthur Ashe,58,John Alexander,47,12,5,1,1977
28560,42.165639972600005,22.524298425700003,5,64,R,R,175,185,100016,100337,AUS,AUS,,Mark Edmondson,59,Ken Rosewall,13,35,5,1,1977
28561,25.215605749499996,26.8802190281,5,64,L,R,183,183,100255,100203,USA,AUS,,Phil Dent,60,Roscoe Tanner,11,37,5,1,1977
28562,24.375085557800002,25.4976043806,5,64,L,R,180,190,100282,100244,ARG,AUS,,John Alexander,61,Guillermo Vilas,6,47,6,1,1977
28563,25.215605749499996,42.165639972600005,5,64,L,R,183,175,100255,100016,USA,AUS,,Ken Rosewall,62,Roscoe Tanner,11,13,6,1,1977
28564,25.215605749499996,24.375085557800002,5,64,L,L,183,180,100255,100282,USA,ARG,,Guillermo Vilas,63,Roscoe Tanner,11,6,7,1,1977
31716,26.3572895277,23.1813826146,5,64,L,R,180,180,100282,100397,ARG,AUS,,Terry Rocavert,1,Guillermo Vilas,2,115,2,1,1978
31723,24.484599589299997,26.379192334000003,5,64,L,R,201,180,100339,100281,USA,IND,,Sashi Menon,8,Victor Amaya,44,157,2,1,1978
31724,27.2991101985,24.1204654346,5,64,R,R,180,178,100252,100356,USA,AUS,,Paul Mcnamee,9,Tim Gullikson,24,101,2,1,1978
31728,25.212867898699997,23.906913073200002,5,64,R,R,193,188,100315,100364,USA,GBR,,Jonathan Smith,13,Hank Pfister,35,197,2,1,1978
31730,27.805612594099998,22.6803559206,5,64,R,R,183,183,100236,100430,AUS,AUS,,David Carter,15,John James,117,110,2,1,1978
31732,44.1478439425,20.1916495551,5,64,R,R,175,196,100016,100564,AUS,USA,,Cary Stansbury,17,Ken Rosewall,18,308,2,1,1978
31735,27.0718685832,34.2669404517,5,64,R,R,183,188,100259,100091,AUT,AUS,,Colin Dibley,20,Peter Feigl,160,47,2,1,1978
31736,26.7159479808,22.3216974675,5,64,R,L,183,183,100273,100443,AUS,FRA,,Christophe Freyss,21,Kim Warwick,42,102,2,1,1978
31738,32.3394934976,17.5578370979,5,64,R,R,183,170,100121,100752,RSA,IND,,Ramesh Krishnan,23,Raymond Moore,58,429,2,1,1978
31739,35.4633812457,24.1505817933,5,64,R,R,185,190,100074,100353,USA,USA,,Bruce Kleege,24,Arthur Ashe,22,259,2,1,1978
31746,28.8624229979,19.5811088296,5,64,R,R,183,175,100203,100600,AUS,FRA,,Pascal Portes,31,Phil Dent,33,139,2,1,1978
31748,26.3572895277,20.438056125899998,5,64,L,L,180,185,100282,100551,ARG,AUS,,Brad Drewett,33,Guillermo Vilas,2,228,3,1,1978
31752,23.477070499699998,27.2991101985,5,64,R,R,185,180,100383,100252,AUS,USA,,Tim Gullikson,37,Peter Mcnamara,98,24,3,1,1978
31755,26.3956194387,27.805612594099998,5,64,R,R,183,183,100280,100236,POL,AUS,,John James,40,Wojtek Fibak,15,117,3,1,1978
31756,44.1478439425,32.555783709800004,5,64,R,R,175,188,100016,100116,AUS,USA,,Sherwood Stewart,41,Ken Rosewall,18,76,3,1,1978
31759,35.4633812457,32.3394934976,5,64,R,R,185,183,100074,100121,USA,RSA,,Raymond Moore,44,Arthur Ashe,22,58,3,1,1978
31760,27.4798083504,24.8405201916,5,64,R,R,190,188,100244,100326,AUS,NZL,,Russell Simpson,45,John Alexander,16,146,3,1,1978
31761,38.4777549624,24.128678986999997,5,64,R,R,183,188,100047,100354,AUS,RSA,,Bernard Mitton,46,Bob Carmichael,182,73,3,1,1978
31767,25.212867898699997,26.3956194387,5,64,R,R,193,183,100315,100280,USA,POL,,Wojtek Fibak,52,Hank Pfister,35,15,4,1,1978
31768,27.0718685832,44.1478439425,5,64,R,R,183,175,100259,100016,AUT,AUS,,Ken Rosewall,53,Peter Feigl,160,18,4,1,1978
31769,35.4633812457,26.7159479808,5,64,R,R,185,183,100074,100273,USA,AUS,,Kim Warwick,54,Arthur Ashe,22,42,4,1,1978
31770,27.4798083504,38.4777549624,5,64,R,R,190,183,100244,100047,AUS,AUS,,Bob Carmichael,55,John Alexander,16,182,4,1,1978
31772,26.3572895277,33.6098562628,5,64,L,L,180,178,100282,100100,ARG,AUS,,Tony Roche,57,Guillermo Vilas,2,26,5,1,1978
31774,35.4633812457,27.0718685832,5,64,R,R,185,183,100074,100259,USA,AUT,,Peter Feigl,59,Arthur Ashe,22,160,5,1,1978
31776,26.3572895277,25.212867898699997,5,64,L,R,180,193,100282,100315,ARG,USA,,Hank Pfister,61,Guillermo Vilas,2,35,6,1,1978
33924,27.351129363400002,22.7926078029,5,64,L,R,180,180,100282,100474,ARG,NZL,,Chris Lewis NZL,1,Guillermo Vilas,3,40,2,1,1979
33927,24.4709103354,21.4318959617,5,64,R,L,185,185,100383,100551,AUS,AUS,,Brad Drewett,4,Peter Mcnamara,65,133,2,1,1979
33932,25.478439425100003,33.549623545500005,5,64,L,R,201,188,100339,100116,USA,USA,,Sherwood Stewart,9,Victor Amaya,37,60,2,1,1979
33934,25.8343600274,22.3353867214,5,64,R,R,188,183,100326,100495,NZL,AUS,,Wayne Hampson,11,Russell Simpson,108,436,2,1,1979
33935,25.1143052704,27.373032169699997,5,64,R,R,178,180,100356,100281,AUS,IND,,Sashi Menon,12,Paul Mcnamee,120,136,2,1,1979
33939,28.569472963699997,25.626283367600003,5,64,R,R,175,183,100243,100332,USA,HUN,,Balazs Taroczy,16,Steve Krulevitz,205,20,2,1,1979
33941,33.3333333333,24.1752224504,5,64,R,R,183,180,100121,100397,RSA,AUS,,Terry Rocavert,18,Raymond Moore,138,116,2,1,1979
33943,27.7097878166,39.4715947981,5,64,R,R,183,183,100273,100047,AUS,AUS,,Bob Carmichael,20,Kim Warwick,41,133,2,1,1979
33944,27.290896646100002,19.197809719400002,5,64,R,R,185,175,100285,100699,AUS,AUS,,Chris Johnstone,21,Rod Frawley,142,555,2,1,1979
33947,29.9137577002,26.206707734400002,5,64,R,R,188,193,100201,100315,AUS,USA,,Hank Pfister,24,Syd Ball,294,29,2,1,1979
33954,35.2607802875,22.398357289499998,5,64,R,R,188,193,100091,100492,AUS,USA,,John Austin,31,Colin Dibley,115,97,2,1,1979
33960,25.478439425100003,23.6741957563,5,64,L,R,201,183,100339,100430,USA,AUS,,David Carter,37,Victor Amaya,37,139,3,1,1979
33961,25.1143052704,25.8343600274,5,64,R,R,178,188,100356,100326,AUS,NZL,,Russell Simpson,38,Paul Mcnamee,120,108,3,1,1979
33964,23.2607802875,33.3333333333,5,64,R,R,188,183,100446,100121,USA,RSA,,Raymond Moore,41,John Sadri,84,138,3,1,1979
33965,27.7097878166,28.7994524298,5,64,R,R,183,183,100273,100236,AUS,AUS,,John James,42,Kim Warwick,41,102,3,1,1979
33969,25.5003422313,22.7734428474,5,64,R,R,185,180,100337,100475,AUS,USA,,Matt Mitchell,46,Mark Edmondson,79,220,3,1,1979
33972,27.351129363400002,24.4709103354,5,64,L,R,180,185,100282,100383,ARG,AUS,,Peter Mcnamara,49,Guillermo Vilas,3,65,4,1,1979
33974,25.478439425100003,25.1143052704,5,64,L,R,201,178,100339,100356,USA,AUS,,Paul Mcnamee,51,Victor Amaya,37,120,4,1,1979
33975,20.993839835699998,28.569472963699997,5,64,L,R,185,175,100574,100243,USA,USA,,Steve Krulevitz,52,Peter Rennert,301,205,4,1,1979
33976,23.2607802875,27.7097878166,5,64,R,R,188,183,100446,100273,USA,AUS,,Kim Warwick,53,John Sadri,84,41,4,1,1979
33977,27.290896646100002,29.9137577002,5,64,R,R,185,188,100285,100201,AUS,AUS,,Syd Ball,54,Rod Frawley,142,294,4,1,1979
33979,35.2607802875,34.603696098600004,5,64,R,L,188,178,100091,100100,AUS,AUS,,Tony Roche,56,Colin Dibley,115,32,4,1,1979
33980,27.351129363400002,29.856262833699997,5,64,L,R,180,183,100282,100203,ARG,AUS,,Phil Dent,57,Guillermo Vilas,3,87,5,1,1979
33981,25.478439425100003,20.993839835699998,5,64,L,L,201,185,100339,100574,USA,USA,,Peter Rennert,58,Victor Amaya,37,301,5,1,1979
33982,23.2607802875,27.290896646100002,5,64,R,R,188,185,100446,100285,USA,AUS,,Rod Frawley,59,John Sadri,84,142,5,1,1979
33983,35.2607802875,25.5003422313,5,64,R,R,188,185,100091,100337,AUS,AUS,,Mark Edmondson,60,Colin Dibley,115,79,5,1,1979
33984,27.351129363400002,25.478439425100003,5,64,L,L,180,201,100282,100339,ARG,USA,,Victor Amaya,61,Guillermo Vilas,3,37,6,1,1979
33985,23.2607802875,35.2607802875,5,64,R,R,188,188,100446,100091,USA,AUS,,Colin Dibley,62,John Sadri,84,115,6,1,1979
33986,27.351129363400002,23.2607802875,5,64,L,R,180,188,100282,100446,ARG,USA,,John Sadri,63,Guillermo Vilas,3,84,7,1,1979
40239,28.3586584531,24.681724845999998,5,64,L,R,180,183,100282,100430,ARG,AUS,,David Carter,1,Guillermo Vilas,4,145,2,1,1980
40243,30.8637919233,33.700205338800004,5,64,R,R,183,188,100203,100135,AUS,NZL,,Onny Parun,5,Phil Dent,40,100,2,1,1980
40244,22.970568104,21.6563997262,5,64,R,L,188,188,100515,100597,ISR,USA,,Jay Lapidus,6,Shlomo Glickstein,57,283,2,1,1980
40247,22.439425051300002,26.4202600958,5,64,L,R,185,183,100551,100342,AUS,USA,,Vitas Gerulaitis,9,Brad Drewett,115,9,2,1,1980
40248,28.7255304586,20.810403833,5,64,R,R,178,196,100272,100655,USA,USA,,Fritz Buehning,10,Sandy Mayer,52,41,2,1,1980
40249,22.945927447,29.8069815195,5,64,R,R,180,183,100519,100236,USA,AUS,,John James,11,Scott Mccain,203,209,2,1,1980
40250,24.1177275838,19.7837097878,5,64,R,R,185,185,100452,100726,USA,AUS,,Greg Whitecross,12,Bill Scanlon,26,193,2,1,1980
40252,19.9945242984,28.3805612594,5,64,R,R,183,180,100713,100281,AUS,IND,,Sashi Menon,14,John Fitzgerald,136,123,2,1,1980
40254,26.485968514699998,29.4811772758,5,64,L,R,201,190,100339,100244,USA,AUS,,John Alexander,16,Victor Amaya,16,111,2,1,1980
40255,26.009582477800002,20.3969883641,5,64,R,R,190,190,100360,100689,USA,USA,,Tim Mayotte,17,Brian Teacher,17,171,2,1,1980
40257,36.2683093771,27.2142368241,5,64,R,R,188,193,100091,100315,AUS,USA,,Hank Pfister,19,Colin Dibley,95,75,2,1,1980
40258,23.405886379200002,20.6078028747,5,64,R,R,193,193,100492,100676,USA,FRA,,Yannick Noah,20,John Austin,98,21,2,1,1980
40259,26.12183436,23.8001368925,5,64,R,R,178,180,100356,100474,AUS,NZL,,Chris Lewis NZL,21,Paul Mcnamee,33,66,2,1,1980
40260,20.205338809,24.0027378508,5,64,R,R,175,178,100699,100461,AUS,USA,,Billy Martin,22,Chris Johnstone,137,118,2,1,1980
40261,26.507871321,31.9041752225,5,64,R,R,185,188,100337,100173,AUS,USA,,Andrew Pattison,23,Mark Edmondson,102,58,2,1,1980
40262,22.3627652293,29.300479123899997,5,64,R,L,185,180,100555,100253,ARG,USA,,Tom Gullikson,24,Jose Luis Clerc,8,64,2,1,1980
40263,28.9144421629,21.0924024641,5,64,R,L,183,180,100261,100631,USA,USA,,Tim Wilkison,25,Brian Gottfried,11,85,2,1,1980
40264,30.921286789899998,17.459274469500002,5,64,R,R,188,178,100201,100942,AUS,FRA,,Thierry Tulasne,26,Syd Ball,146,113,2,1,1980
40265,31.4387405886,25.18275154,5,64,R,R,173,180,100182,100397,USA,AUS,,Terry Rocavert,27,Mike Estep,203,121,2,1,1980
40266,25.478439425100003,29.073237508600002,5,64,R,R,185,183,100383,100259,AUS,AUT,,Peter Feigl,28,Peter Mcnamara,39,77,2,1,1980
40267,21.582477755,25.930184804899998,5,64,R,R,175,196,100600,100362,FRA,USA,,Peter Fleming,29,Pascal Portes,61,35,2,1,1980
40270,20.8049281314,28.2984257358,5,64,R,R,188,185,100656,100285,USA,AUS,,Rod Frawley,32,Ivan Lendl,6,43,2,1,1980
40273,30.8637919233,22.970568104,5,64,R,R,183,188,100203,100515,AUS,ISR,,Shlomo Glickstein,35,Phil Dent,40,57,3,1,1980
40274,24.2683093771,25.9082819986,5,64,R,R,188,188,100446,100364,USA,GBR,,Jonathan Smith,36,John Sadri,14,130,3,1,1980
40275,22.439425051300002,28.7255304586,5,64,L,R,185,178,100551,100272,AUS,USA,,Sandy Mayer,37,Brad Drewett,115,52,3,1,1980
40276,24.1177275838,22.945927447,5,64,R,R,185,180,100452,100519,USA,USA,,Scott Mccain,38,Bill Scanlon,26,203,3,1,1980
40277,28.717316906199997,19.9945242984,5,64,R,R,183,183,100273,100713,AUS,AUS,,John Fitzgerald,39,Kim Warwick,36,136,3,1,1980
40278,26.485968514699998,24.0574948665,5,64,L,R,201,173,100339,100456,USA,USA,,Ferdi Taygan,40,Victor Amaya,16,81,3,1,1980
40280,23.405886379200002,36.2683093771,5,64,R,R,193,188,100492,100091,USA,AUS,,Colin Dibley,42,John Austin,98,95,3,1,1980
40281,26.12183436,20.205338809,5,64,R,R,178,175,100356,100699,AUS,AUS,,Chris Johnstone,43,Paul Mcnamee,33,137,3,1,1980
40282,26.507871321,22.3627652293,5,64,R,R,185,185,100337,100555,AUS,ARG,,Jose Luis Clerc,44,Mark Edmondson,102,8,3,1,1980
40283,28.9144421629,30.921286789899998,5,64,R,R,183,188,100261,100201,USA,AUS,,Syd Ball,45,Brian Gottfried,11,146,3,1,1980
40284,25.478439425100003,31.4387405886,5,64,R,R,185,173,100383,100182,AUS,USA,,Mike Estep,46,Peter Mcnamara,39,203,3,1,1980
40286,26.2778918549,20.8049281314,5,64,R,R,190,188,100345,100656,USA,USA,,Ivan Lendl,48,Pat Dupre,53,6,3,1,1980
40288,24.2683093771,30.8637919233,5,64,R,R,188,183,100446,100203,USA,AUS,,Phil Dent,50,John Sadri,14,40,4,1,1980
40289,24.1177275838,22.439425051300002,5,64,R,L,185,185,100452,100551,USA,AUS,,Brad Drewett,51,Bill Scanlon,26,115,4,1,1980
40290,28.717316906199997,26.485968514699998,5,64,R,L,183,201,100273,100339,AUS,USA,,Victor Amaya,52,Kim Warwick,36,16,4,1,1980
40291,26.009582477800002,23.405886379200002,5,64,R,R,190,193,100360,100492,USA,USA,,John Austin,53,Brian Teacher,17,98,4,1,1980
40292,26.12183436,26.507871321,5,64,R,R,178,185,100356,100337,AUS,AUS,,Mark Edmondson,54,Paul Mcnamee,33,102,4,1,1980
40293,25.478439425100003,28.9144421629,5,64,R,R,185,183,100383,100261,AUS,USA,,Brian Gottfried,55,Peter Mcnamara,39,11,4,1,1980
40295,28.3586584531,24.2683093771,5,64,L,R,180,188,100282,100446,ARG,USA,,John Sadri,57,Guillermo Vilas,4,14,5,1,1980
40296,28.717316906199997,24.1177275838,5,64,R,R,183,185,100273,100452,AUS,USA,,Bill Scanlon,58,Kim Warwick,36,26,5,1,1980
40297,26.009582477800002,26.12183436,5,64,R,R,190,178,100360,100356,USA,AUS,,Paul Mcnamee,59,Brian Teacher,17,33,5,1,1980
40299,28.717316906199997,28.3586584531,5,64,R,L,183,180,100273,100282,AUS,ARG,,Guillermo Vilas,61,Kim Warwick,36,4,6,1,1980
40300,26.009582477800002,25.478439425100003,5,64,R,R,190,185,100360,100383,USA,AUS,,Peter Mcnamara,62,Brian Teacher,17,39,6,1,1980
40301,26.009582477800002,28.717316906199997,5,64,R,R,190,183,100360,100273,USA,AUS,,Kim Warwick,63,Brian Teacher,17,36,7,1,1980
42714,29.3524982888,18.841889117,5,64,L,R,180,188,100282,100893,ARG,SWE,,Joakim Nystrom,1,Guillermo Vilas,4,440,2,1,1981
42715,24.421629021199998,18.6173853525,5,64,R,R,178,180,100489,100923,USA,AUS,,Wally Masur,2,Larry Stefanki,325,423,2,1,1981
42716,19.6495550992,23.0335386721,5,64,R,R,178,185,100821,100573,SWE,USA,,Ron Hightower,3,Hans Simonsson,115,344,2,1,1981
42717,28.2080766598,23.1841204654,5,64,R,R,193,190,100315,100565,USA,USA,,Lloyd Bourne,4,Hank Pfister,75,292,2,1,1981
42718,31.8576317591,20.9883641342,5,64,R,R,183,183,100203,100713,AUS,AUS,,John Fitzgerald,5,Phil Dent,40,136,2,1,1981
42719,22.521560574899997,21.1991786448,5,64,R,R,178,175,100605,100699,AUS,AUS,,Chris Johnstone,6,Charlie Fancutt,198,137,2,1,1981
42721,29.711156741999996,23.4332648871,5,64,R,L,183,185,100273,100551,AUS,AUS,,Brad Drewett,8,Kim Warwick,36,115,2,1,1981
42722,30.1930184805,20.7775496235,5,64,L,R,183,185,100255,100726,USA,AUS,,Greg Whitecross,9,Roscoe Tanner,13,193,2,1,1981
42727,25.300479123899997,25.475701574299997,5,64,R,R,188,190,100445,100440,USA,RSA,,Eddie Edwards,14,Steve Denton,403,106,2,1,1981
42728,18.453114305299998,34.6940451745,5,64,R,R,178,188,100942,100135,FRA,NZL,,Onny Parun,15,Thierry Tulasne,113,100,2,1,1981
42729,30.4750171116,21.8042436687,5,64,R,R,190,196,100244,100655,AUS,USA,,Fritz Buehning,16,John Alexander,111,41,2,1,1981
42731,22.7077344285,22.0862422998,5,64,R,L,193,180,100592,100631,USA,USA,,Tim Wilkison,18,Robert Vant Hof,96,85,2,1,1981
42734,24.7939767283,35.4332648871,5,64,R,R,180,183,100474,100119,NZL,ROU,,Ilie Nastase,21,Chris Lewis NZL,66,79,2,1,1981
42735,23.107460643400003,26.9021218344,5,64,R,R,183,188,100570,100364,USA,GBR,,Jonathan Smith,22,Marty Davis,269,130,2,1,1981
42745,26.4722792608,25.6755646817,5,64,R,R,185,183,100383,100430,AUS,AUS,,David Carter,32,Peter Mcnamara,39,145,2,1,1981
42746,29.3524982888,24.421629021199998,5,64,L,R,180,178,100282,100489,ARG,USA,,Larry Stefanki,33,Guillermo Vilas,4,325,3,1,1981
42747,28.2080766598,19.6495550992,5,64,R,R,193,178,100315,100821,USA,SWE,,Hans Simonsson,34,Hank Pfister,75,115,3,1,1981
42748,31.8576317591,22.521560574899997,5,64,R,R,183,178,100203,100605,AUS,AUS,,Charlie Fancutt,35,Phil Dent,40,198,3,1,1981
42749,29.711156741999996,20.9691991786,5,64,R,L,183,175,100273,100715,AUS,USA,,Jim Gurfein,36,Kim Warwick,36,219,3,1,1981
42750,29.2922655715,30.1930184805,5,64,R,L,185,183,100285,100255,AUS,USA,,Roscoe Tanner,37,Rod Frawley,43,13,3,1,1981
42751,23.9644079398,19.4360027379,5,64,R,L,188,180,100515,100844,ISR,FRA,,Jerome Potier,38,Shlomo Glickstein,57,325,3,1,1981
42753,30.4750171116,18.453114305299998,5,64,R,R,190,178,100244,100942,AUS,FRA,,Thierry Tulasne,40,John Alexander,111,113,3,1,1981
42754,21.3908281999,22.7077344285,5,64,R,R,190,193,100689,100592,USA,USA,,Robert Vant Hof,41,Tim Mayotte,171,96,3,1,1981
42755,27.2717316906,27.835728952800004,5,64,R,R,190,188,100345,100326,USA,NZL,,Russell Simpson,42,Pat Dupre,53,76,3,1,1981
42756,24.7939767283,23.107460643400003,5,64,R,R,180,183,100474,100570,NZL,USA,,Marty Davis,43,Chris Lewis NZL,66,269,3,1,1981
42758,27.5017111567,31.9151266256,5,64,R,R,185,188,100337,100201,AUS,AUS,,Syd Ball,45,Mark Edmondson,102,146,3,1,1981
42762,28.2080766598,29.3524982888,5,64,R,L,193,180,100315,100282,USA,ARG,,Guillermo Vilas,49,Hank Pfister,75,4,4,1,1981
42763,29.711156741999996,31.8576317591,5,64,R,R,183,183,100273,100203,AUS,AUS,,Phil Dent,50,Kim Warwick,36,40,4,1,1981
42764,23.9644079398,29.2922655715,5,64,R,R,188,185,100515,100285,ISR,AUS,,Rod Frawley,51,Shlomo Glickstein,57,43,4,1,1981
42765,25.300479123899997,30.4750171116,5,64,R,R,188,190,100445,100244,USA,AUS,,John Alexander,52,Steve Denton,403,111,4,1,1981
42766,21.3908281999,27.2717316906,5,64,R,R,190,190,100689,100345,USA,USA,,Pat Dupre,53,Tim Mayotte,171,53,4,1,1981
42767,23.720739219699997,24.7939767283,5,64,R,R,175,180,100532,100474,USA,NZL,,Chris Lewis NZL,54,Johan Kriek,18,66,4,1,1981
42770,28.2080766598,29.711156741999996,5,64,R,R,193,183,100315,100273,USA,AUS,,Kim Warwick,57,Hank Pfister,75,36,5,1,1981
42771,25.300479123899997,23.9644079398,5,64,R,R,188,188,100445,100515,USA,ISR,,Shlomo Glickstein,58,Steve Denton,403,57,5,1,1981
42772,23.720739219699997,21.3908281999,5,64,R,R,175,190,100532,100689,USA,USA,,Tim Mayotte,59,Johan Kriek,18,171,5,1,1981
