,age1,age2,best_of,draw_size,ht1,ht2,ioc1,ioc2,match_num,rank1,rank2,round,win,year
55707,33.2183436003,22.0944558522,5,96,180,185,USA,RSA,59,88,150,2,1,1984
55708,26.1081451061,23.110198494200002,5,96,190,185,USA,USA,60,97,100,2,1,1984
55709,23.477070499699998,21.9028062971,5,96,170,190,IND,GBR,61,27,152,2,1,1984
55710,24.892539356599997,20.5229295003,5,96,175,190,SWE,SVK,62,132,42,2,1,1984
55711,21.574264202600002,25.5934291581,5,96,190,183,USA,SWE,63,175,376,2,1,1984
55712,23.0308008214,30.425735797399998,5,96,188,185,AUS,AUS,64,451,122,2,1,1984
55713,20.2628336756,24.9117043121,5,96,183,180,SWE,NZL,65,4,173,2,1,1984
55714,24.722792607800002,19.8056125941,5,96,188,175,USA,FRA,66,2,77,3,1,1984
55715,26.7378507871,28.3997262149,5,96,185,190,USA,RSA,67,21,96,3,1,1984
55716,23.2991101985,26.721423682399998,5,96,185,175,USA,GER,68,28,138,3,1,1984
55717,22.250513347,29.0212183436,5,96,188,193,USA,PAR,69,58,93,3,1,1984
55718,21.765913757699998,23.578370978800002,5,96,188,178,SWE,USA,70,8,145,3,1,1984
55719,22.8145106092,27.698836413400002,5,96,185,180,USA,USA,71,38,62,3,1,1984
55720,19.8932238193,26.869267624899997,5,96,190,193,FRA,USA,72,44,137,3,1,1984
55721,17.0130047912,31.1321013005,5,96,190,193,GER,USA,73,108,115,3,1,1984
55722,19.5017111567,20.038329910999998,5,96,183,188,AUS,SUI,74,11,89,3,1,1984
55723,28.186173853499998,33.2183436003,5,96,188,180,USA,USA,75,35,88,3,1,1984
55724,19.3976728268,25.412731006199998,5,96,173,188,AUS,USA,76,84,30,3,1,1984
55725,26.6447638604,22.995208761100002,5,96,175,180,USA,NZL,77,15,139,3,1,1984
55726,18.8528405202,33.2183436003,5,96,188,180,SWE,USA,78,22,88,3,1,1984
55727,26.1081451061,23.477070499699998,5,96,190,170,USA,IND,79,97,27,3,1,1984
55728,24.892539356599997,21.574264202600002,5,96,175,190,SWE,USA,80,132,175,3,1,1984
55729,20.2628336756,23.0308008214,5,96,183,188,SWE,AUS,81,4,451,3,1,1984
55730,26.7378507871,24.722792607800002,5,96,185,188,USA,USA,82,21,2,4,1,1984
55731,22.250513347,23.2991101985,5,96,188,185,USA,USA,83,58,28,4,1,1984
55732,22.8145106092,21.765913757699998,5,96,185,188,USA,SWE,84,38,8,4,1,1984
55733,17.0130047912,19.8932238193,5,96,190,190,GER,FRA,85,108,44,4,1,1984
55734,19.5017111567,28.186173853499998,5,96,183,188,AUS,USA,86,11,35,4,1,1984
55735,26.6447638604,19.3976728268,5,96,175,173,USA,AUS,87,15,84,4,1,1984
55736,18.8528405202,26.1081451061,5,96,188,190,SWE,USA,88,22,97,4,1,1984
55737,20.2628336756,24.892539356599997,5,96,183,175,SWE,SWE,89,4,132,4,1,1984
55738,26.7378507871,22.250513347,5,96,185,188,USA,USA,90,21,58,5,1,1984
55739,22.8145106092,17.0130047912,5,96,185,190,USA,GER,91,38,108,5,1,1984
55740,26.6447638604,19.5017111567,5,96,175,183,USA,AUS,92,15,11,5,1,1984
55741,20.2628336756,18.8528405202,5,96,183,188,SWE,SWE,93,4,22,5,1,1984
55742,26.7378507871,22.8145106092,5,96,185,185,USA,USA,94,21,38,6,1,1984
55743,20.2628336756,26.6447638604,5,96,183,175,SWE,USA,95,4,15,6,1,1984
55744,20.2628336756,26.7378507871,5,96,183,185,SWE,USA,96,4,21,7,1,1984
55864,25.5277207392,29.2950034223,5,128,180,185,USA,GBR,1,1,77,1,1,1984
55865,25.5277207392,18.6036960986,5,128,180,188,USA,SWE,2,1,22,2,1,1984
55866,25.5277207392,22.869267624899997,5,128,180,188,USA,RSA,3,1,335,3,1,1984
55867,25.5277207392,24.424366871999997,5,128,180,193,USA,USA,4,1,132,4,1,1984
55868,25.5277207392,28.3778234086,5,128,180,183,USA,USA,5,1,20,5,1,1984
55869,25.5277207392,31.983572895300004,5,128,180,178,USA,USA,6,1,3,6,1,1984
55870,25.5277207392,24.4736481862,5,128,180,188,USA,USA,7,1,2,7,1,1984
55871,18.6036960986,27.0965092402,5,128,188,178,SWE,USA,8,22,121,1,1,1984
